Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Ripper Street,2012,,5 Seasons,Netflix,18+,8.1/10,77/100,"It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
Episodes,2011,,5 Seasons,Netflix,18+,7.8/10,77/100,"Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character."
Crazy Ex-Girlfriend,2015,,4 Seasons,Netflix,16+,7.8/10,76/100,"Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back."
Bloodline,2015,,3 Seasons,Netflix,18+,7.9/10,76/100,"When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test."
Black Summer,2019,,2 Seasons,Netflix,18+,6.5/10,76/100,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones."
The Borgias,2011,,3 Seasons,Netflix,18+,7.9/10,76/100,"Follow the lives of the notorious Borgia family, a clan headed by plotting patriarch Rodrigo and his beautiful but treacherous daughter, Lucrezia."
Glee,2009,,6 Seasons,Netflix,16+,6.7/10,76/100,"Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners."
The Stranger,2020,,,Outra,18+,7.3/10,76/100,
Virgin River,2019,,3 Seasons,Netflix,16+,7.4/10,76/100,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
Lilyhammer,2012,,3 Seasons,Netflix,18+,8.0/10,76/100,"After testifying against the Mafia, ex-gangster Frank Tagliano enters witness protection and asks to be sent to Norway."
Dirty John,2018,,2 Seasons,Netflix,18+,7.2/10,76/100,Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.
TURN: Washington's Spies,2014,,4 Seasons,Netflix,16+,8.1/10,76/100,"Set in 1778, this period drama recounts the story of Abe Woodhull, an American cabbage farmer obliged to begin spying on the British enemy."
Star Trek: Enterprise,2001,,4 Seasons,Netflix,7+,7.5/10,76/100,"Capt. Archer and his crew explore space and discover human innovation-expanding technologies as they meet new alien races in this ""Star Trek"" prequel."
She-Ra and the Princesses of Power,2018,,5 Seasons,Netflix,all,7.9/10,75/100,"Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde."
Merlin,2008,,5 Seasons,Netflix,7+,7.9/10,75/100,"This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle."
The Magicians,2015,,5 Seasons,Netflix,16+,7.6/10,75/100,"When grad student Quentin Coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real."
Ginny & Georgia,2021,,1 Season,Netflix,16+,7.5/10,75/100,"Free-spirited Georgia and her two kids, Ginny and Austin, move north in search of a fresh start but find that the road to new beginnings can be bumpy."
The Spy,2019,,1 Season,Netflix,18+,7.9/10,75/100,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad."
On My Block,2018,,3 Seasons,Netflix,16+,8.0/10,75/100,"In a rough inner-city Los Angeles neighborhood, four smart, funny and streetwise teens find their lifelong friendship tested as they begin high school."
The Movies That Made Us,2019,,2 Seasons,Netflix,18+,7.8/10,75/100,"These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen."
Chef's Table,2015,,6 Seasons,Netflix,all,8.5/10,75/100,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food."
Biohackers,2020,,2 Seasons,Netflix,18+,6.8/10,75/100,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
The Seven Deadly Sins,2014,,5 Seasons,Netflix,16+,8.0/10,75/100,"When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm."
The Keepers,2017,,1 Season,Netflix,16+,8.1/10,75/100,This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.
F is for Family,2015,,4 Seasons,Netflix,18+,8.0/10,74/100,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV."
The Midnight Gospel,2020,,1 Season,Netflix,18+,8.2/10,74/100,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between."
Ragnarok,2020,,2 Seasons,Netflix,18+,7.5/10,74/100,"In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil."
Legacies,2018,,2 Seasons,Netflix,16+,7.4/10,74/100,"Born into a rare supernatural bloodline, Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil."
The Order,2019,,2 Seasons,Netflix,18+,6.8/10,74/100,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic."
Disenchantment,2018,,3 Seasons,Netflix,16+,7.2/10,74/100,"Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals."
Dead Set,2008,,1 Season,Netflix,18+,7.6/10,74/100,"While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound."
Dirty Money,2018,,2 Seasons,Netflix,16+,8.1/10,74/100,"From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption."
The Staircase,2005,,1 Season,Netflix,16+,7.9/10,74/100,"Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope."
Soul Eater,2008,,1 Season,Netflix,16+,7.8/10,74/100,"Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die."
Into the Night,2020,,2 Seasons,Netflix,18+,7.1/10,74/100,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
The Haunting of Bly Manor,2020,,1 Season,Netflix,,7.4/10,74/100,"Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House."""
Julie and the Phantoms,2020,,1 Season,Netflix,7+,8.5/10,74/100,"Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!"
Leyla ile Mecnun,2011,,,Outra,7+,9.1/10,74/100,
Living with Yourself,2019,,1 Season,Netflix,18+,7.2/10,74/100,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself."
Young Royals,2021,,1 Season,Netflix,,8.6/10,74/100,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated."
Hilda,2018,,2 Seasons,Netflix,7+,8.6/10,74/100,"Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city."
The Mechanism,2018,,2 Seasons,Netflix,18+,8.4/10,74/100,A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.
ERASED,2016,,,Outra,16+,8.5/10,74/100,
Formula 1: Drive to Survive,2019,,3 Seasons,Netflix,16+,8.6/10,74/100,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing."
Don't F**k with Cats: Hunting an Internet Killer,2019,,1 Season,Netflix,18+,8.0/10,74/100,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.
Kim's Convenience,2016,,5 Seasons,Netflix,16+,8.2/10,73/100,"While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them."
The Society,2019,,1 Season,Netflix,18+,7.1/10,73/100,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive."
Imposters,2017,,2 Seasons,Netflix,16+,7.8/10,73/100,"Supported by a team of fellow thieves, a con artist lures her targets into matrimony and then absconds with their fortunes in this darkly comic series."
Frequency,2016,,1 Season,Netflix,7+,7.5/10,73/100,"A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp."
Wentworth,2013,,8 Seasons,Netflix,18+,8.6/10,73/100,Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.
Marvel's Iron Fist,2017,,2 Seasons,Netflix,18+,6.5/10,73/100,"Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny."
Bleach,2004,,5 Seasons,Netflix,18+,8.1/10,73/100,"After teenager Ichigo Kurosaki acquires superpowers from wounded soul reaper Rukia Kuchiki, the two of them join forces to round up lost souls."
Quantico,2015,,3 Seasons,Netflix,16+,6.7/10,73/100,"When evidence in a deadly terrorist attack implicates FBI trainee Alex Parrish, she must discover which one of her classmates framed her."
Shooter,2016,,3 Seasons,Netflix,16+,7.5/10,73/100,"A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder."
Pokémon,1997,,,Outra,7+,7.5/10,73/100,
Hollywood,2020,,1 Season,Netflix,18+,7.5/10,73/100,"In post-World War II Hollywood, an ambitious group of aspiring actors and filmmakers will do almost anything to make their showbiz dreams come true."
Madam Secretary,2014,,6 Seasons,Netflix,16+,7.6/10,73/100,"When a highly capable woman becomes secretary of state, she struggles to find balance between the demands of world politics and those of her family."
Last Tango in Halifax,2012,,4 Seasons,Netflix,16+,8.3/10,73/100,Two widowed childhood sweethearts fall for each other all over again when they are reunited over the Internet after nearly 60 years.
Safe,2018,,1 Season,Netflix,18+,7.3/10,73/100,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him."
Resurrection: Ertugrul,2014,,5 Seasons,Netflix,16+,8.0/10,73/100,"When a good deed unwittingly endangers his clan, a 13th-century Turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land."
Versailles,2015,,3 Seasons,Netflix,18+,7.9/10,73/100,King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.
Sex/Life,2021,,1 Season,Netflix,18+,5.4/10,73/100,A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.
Fullmetal Alchemist,2003,,1 Season,Netflix,16+,8.5/10,73/100,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies."
Marianne,2019,,1 Season,Netflix,18+,7.5/10,73/100,"Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world."
Five Came Back,2017,,1 Season,Netflix,16+,8.3/10,73/100,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.
Miraculous: Tales of Ladybug & Cat Noir,2015,,5 Seasons,Netflix,7+,7.7/10,73/100,"When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero."
Abstract: The Art of Design,2017,,2 Seasons,Netflix,16+,8.4/10,73/100,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.
Teenage Bounty Hunters,2020,,1 Season,Netflix,18+,7.7/10,72/100,Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters.
Documentary Now!,2015,,3 Seasons,Netflix,18+,8.1/10,72/100,"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as ""Grey Gardens"" and ""The Thin Blue Line."""
