Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Cobra Kai,2018,30 min,3 Seasons,Netflix,16+,8.6/10,89/100,"Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the ""Karate Kid"" films."
The Blacklist,2013,43 min,7 Seasons,Netflix,16+,8.0/10,88/100,"After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner."
The Flash,2014,43 min,7 Seasons,Netflix,16+,7.6/10,88/100,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.
Outlander,2014,60 min,4 Seasons,Netflix,18+,8.4/10,88/100,This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.
Fullmetal Alchemist: Brotherhood,2009,24 min,5 Seasons,Netflix,16+,9.1/10,88/100,After both suffer physical damage – brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime.
The Good Place,2016,22 min,4 Seasons,Netflix,16+,8.2/10,88/100,"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person."
House of Cards,2013,51 min,6 Seasons,Netflix,18+,8.7/10,88/100,"A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama."
Atypical,2017,30 min,4 Seasons,Netflix,16+,8.3/10,88/100,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
Grey's Anatomy,2005,41 min,17 Seasons,Netflix,16+,7.5/10,87/100,Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.
Arrested Development,2003,22 min,5 Seasons,Netflix,16+,8.7/10,87/100,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together."
Lupin,2021,45 min,2 Seasons,Netflix,18+,7.5/10,87/100,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family."
The Umbrella Academy,2019,60 min,2 Seasons,Netflix,16+,8.0/10,87/100,"Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity."
Orange Is the New Black,2013,59 min,7 Seasons,Netflix,18+,8.0/10,87/100,"A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds."""
The Vampire Diaries,2009,43 min,8 Seasons,Netflix,16+,7.7/10,86/100,"Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena."
Demon Slayer: Kimetsu no Yaiba,2019,25 min,1 Season,Netflix,18+,8.7/10,86/100,"After a demon attack leaves his family slain and his sister cursed, Tanjiro embarks upon a perilous journey to find a cure and avenge those he's lost."
The Last Dance,2020,491 min,1 Season,Netflix,16+,9.1/10,86/100,"This docuseries gives a definitive account of Michael Jordan’s career and the 1990s Chicago Bulls, packed with unaired footage from the 1997-98 season."
American Horror Story,2011,60 min,9 Seasons,Netflix,18+,8.0/10,86/100,"This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil."
Elite,2018,60 min,4 Seasons,Netflix,18+,7.5/10,86/100,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder."
BoJack Horseman,2014,25 min,6 Seasons,Netflix,18+,8.7/10,86/100,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?"
Star Trek: The Next Generation,1987,44 min,7 Seasons,Netflix,7+,8.6/10,86/100,"Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds."
Broadchurch,2013,48 min,3 Seasons,Netflix,18+,8.4/10,86/100,"After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case."
The IT Crowd,2006,25 min,5 Seasons,Netflix,16+,8.5/10,86/100,"Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner."
When They See Us,2019,296 min,1 Season,Netflix,18+,8.9/10,86/100,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.
"Love, Death & Robots",2019,15 min,2 Seasons,Netflix,18+,8.5/10,86/100,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher."
Schitt's Creek,2015,22 min,6 Seasons,Netflix,16+,8.5/10,86/100,"Suddenly broke, the formerly filthy-rich Rose family is reduced to living in a ramshackle motel in a town they once bought as a joke: Schitt's Creek."
Marvel's Agents of S.H.I.E.L.D.,2013,45 min,7 Seasons,Netflix,16+,7.5/10,86/100,"Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats."
Never Have I Ever,2020,30 min,2 Seasons,Netflix,16+,7.9/10,86/100,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular — but friends, family and feelings won’t make it easy on her."
The 100,2014,43 min,7 Seasons,Netflix,16+,7.6/10,86/100,"A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable."
American Crime Story,2016,42 min,4 Seasons,Outra,18+,8.4/10,85/100,"A drama series that examines infamous historical American crimes. In Season 1, ""The People vs OJ Simpson"", we follow the OJ Simpson murder trial of 1994-95. Season 2, ""The Assassination of Gianni Versace"", covers the murder of fashion designer Gianni Versace in 1997."
The Last Kingdom,2015,60 min,4 Seasons,Netflix,18+,8.4/10,85/100,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright."
The End of the F***ing World,2017,25 min,2 Seasons,Netflix,18+,8.1/10,85/100,A budding teen psychopath and a rebel hungry for adventure embark on a star-crossed road trip in this darkly comic series based on a graphic novel.
New Girl,2011,22 min,7 Seasons,Netflix,16+,7.7/10,85/100,"Still rebounding from a breakup, Jessica Day moves in with three single guys, all of whom are ready to help her understand the ways of the world."
Penny Dreadful,2014,60 min,3 Seasons,Netflix,18+,8.2/10,85/100,"The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London."
One Piece,1999,24 min,,Outra,7+,8.8/10,85/100,"There once lived a pirate named Gol D. Roger. He obtained wealth, fame, and power to earn the title of Pirate King. When he was captured and about to be executed, he revealed that his treasure called One Piece was hidden somewhere at the Grand Line. This made all people set out to search and uncover the One Piece treasure, but no one ever found the location of Gol D. Roger's treasure, and the Grand Line was too dangerous a place to overcome. Twenty-two years after Gol D. Roger's death, a boy named Monkey D. Luffy decided to become a pirate and search for Gol D. Roger's treasure to become the next Pirate King."
Marvel's The Punisher,2017,53 min,2 Seasons,Netflix,18+,8.5/10,85/100,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.
Evil,2019,42 min,1 Season,Netflix,18+,7.7/10,85/100,A forensic psychologist partners with a Catholic priest-in-training to investigate miracles and demonic possession in this supernatural drama.
YOU,2018,,,Outra,18+,7.7/10,85/100,
Sense8,2015,60 min,2 Seasons,Netflix,18+,8.3/10,84/100,"From the creators of ""The Matrix"" and ""Babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives."
Making a Murderer,2015,60 min,2 Seasons,Netflix,16+,8.6/10,84/100,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime."
Unbelievable,2019,385 min,1 Season,Netflix,18+,8.4/10,84/100,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events."
Arrow,2012,42 min,8 Seasons,Netflix,16+,7.5/10,84/100,"Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows."
Sex Education,2019,45 min,3 Seasons,Netflix,18+,8.3/10,84/100,"Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic."
Marvel's Jessica Jones,2015,56 min,3 Seasons,Netflix,18+,7.9/10,84/100,"Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen."
Sweet Tooth,2021,,1 Season,Netflix,16+,7.9/10,84/100,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector."
Good Girls,2018,43 min,3 Seasons,Netflix,16+,7.8/10,84/100,Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence – together.
Death Note,2006,24 min,100 min,Netflix,16+,9.0/10,84/100,"Light Turner finds a supernatural notebook and uses it to mete out death, attracting the attention of a detective, a demon and a girl in his class."
Gilmore Girls,2000,44 min,7 Seasons,Netflix,16+,8.1/10,84/100,"Fiercely independent single mom Lorelai raises gifted, Ivy League-bound daughter Rory amid a continual stream of quick-witted repartee."
The Legend of Korra,2012,23 min,4 Seasons,Netflix,7+,8.4/10,83/100,A female avatar who can control the elements fights to keep her city safe from the evil forces of both the physical and spiritual worlds.
How to Get Away with Murder,2014,43 min,6 Seasons,Netflix,16+,8.1/10,83/100,"Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case."
Master of None,2015,30 min,3 Seasons,Netflix,18+,8.3/10,83/100,Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.
Chappelle's Show,2003,22 min,2 Seasons,Netflix,18+,8.7/10,83/100,"The brilliant Dave Chappelle performs blistering stand-up, impressions and sketches that skewer topics like racism, politics, celebrities and sex."
One-Punch Man,2015,,1 Season,Netflix,7+,8.8/10,83/100,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression."
Downton Abbey,2010,58 min,6 Seasons,Netflix,16+,8.7/10,83/100,"Exposing the snobbery and machinations of a vanishing class system, this series chronicles events in the lives of the Crawley family and their servants."
Gotham,2014,42 min,5 Seasons,Netflix,16+,7.8/10,83/100,"Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne's parents."
Pose,2018,60 min,2 Seasons,Netflix,18+,8.6/10,83/100,"In 1987 New York, LGBTQ ball fixture Blanca starts her own house, soon becoming mother to a gifted dancer and a sex worker in love with a yuppie client."
Bodyguard,2018,60 min,130 min,Netflix,18+,8.1/10,83/100,"Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him."
Altered Carbon,2018,60 min,2 Seasons,Netflix,18+,8.0/10,83/100,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder."
Ash vs Evil Dead,2015,30 min,3 Seasons,Outra,18+,8.4/10,83/100,"Thirty years after the events of Evil Dead, Ash is a loner, living a dull existence, still not able to come to grips with the events that started at the cabin. In the event of a Deadite invasion, Ash must attach his chainsaw and pick up his trusty boomstick one more time, all while finally coming to terms with his past."
The Sinner,2017,45 min,3 Seasons,Netflix,16+,7.9/10,83/100,"When a young mother inexplicably stabs a stranger to death, a sympathetic detective struggles to unlock the mystery buried in her missing memories."
Our Planet,2019,403 min,1 Season,Netflix,all,9.3/10,82/100,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.
Narcos: Mexico,2018,50 min,2 Seasons,Netflix,18+,8.4/10,82/100,"Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent."
Shadow and Bone,2021,60 min,1 Season,Netflix,16+,7.7/10,82/100,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
Castlevania,2017,23 min,4 Seasons,Netflix,18+,8.3/10,82/100,A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
Star Trek,1966,,128 min,Netflix,7+,8.3/10,82/100,"On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander."
The Kominsky Method,2018,30 min,3 Seasons,Netflix,18+,8.2/10,82/100,Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
Hunter x Hunter,2011,24 min,1 Seasons,Outra,16+,9.0/10,82/100,"Gon Freecss is a young boy living on Whale Island. He learns from ""Hunter"" Kite, that his father, who he was told was dead, is still alive somewhere as a top ""Hunter,"" risking his life to seek unknown items, such as hidden treasures, curiosa, exotic living creatures, etc. Gon decides to become a professional Hunter and leaves the island. To become a Hunter, he must pass the Hunter Examination, where he meets and befriends three other applicants: Kurapika, Leorio and Killua. Can Gon pass this formidable hurdle, the Hunter Examination, to become ""the Best Hunter in the World"" and eventually meet his father?"
Dead to Me,2019,30 min,2 Seasons,Netflix,18+,8.0/10,82/100,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.
The Haunting of Hill House,2018,572 min,1 Season,Netflix,18+,8.6/10,82/100,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
Russian Doll,2019,30 min,1 Season,Netflix,18+,7.9/10,82/100,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.
Kingdom,2019,45 min,2 Seasons,Netflix,18+,8.4/10,82/100,"While strange rumors about their ill king grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land."
Neon Genesis Evangelion,1995,24 min,1 Season,Netflix,16+,8.5/10,82/100,"Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels."
Naruto,2002,24 min,9 Seasons,Netflix,7+,8.3/10,81/100,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series."
NCIS,2003,60 min,15 Seasons,Netflix,16+,7.7/10,81/100,Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.
Manifest,2018,43 min,3 Seasons,Netflix,16+,7.2/10,81/100,"When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities."
Halt and Catch Fire,2014,60 min,4 Seasons,Netflix,16+,8.4/10,81/100,"Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues."
Monty Python's Flying Circus,1969,30 min,4 Seasons,Netflix,16+,8.8/10,81/100,"The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing."
After Life,2019,30 min,2 Seasons,Netflix,18+,8.4/10,81/100,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help."
Riverdale,2017,45 min,4 Seasons,Netflix,16+,6.8/10,81/100,"While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery."
Big Mouth,2017,30 min,4 Seasons,Netflix,18+,7.9/10,81/100,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.
I Think You Should Leave with Tim Robinson,2019,16 min,2 Seasons,Netflix,18+,7.8/10,81/100,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.
Derry Girls,2018,30 min,2 Seasons,Netflix,16+,8.4/10,81/100,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager."
The Promised Neverland,2019,23 min,1 Season,Netflix,18+,8.5/10,81/100,"When three gifted kids learn that their isolated orphanage isn’t the haven they thought, they vow to lead the other children in a risky escape plan."
Lost in Space,2018,60 min,2 Seasons,Netflix,7+,7.3/10,80/100,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers."
Star Trek: Deep Space Nine,1993,45 min,7 Seasons,Netflix,7+,8.0/10,80/100,"In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission."
Jane the Virgin,2014,60 min,5 Seasons,Outra,16+,7.8/10,80/100,"Jane is a religious young Latina who is a waitress in a hotel in Miami. Her life takes a big turn for the unexpected when her doctor (Dr. Luisa Alver) mistakenly artificially inseminates her during her checkup. Jane's mother Xiomara, who became pregnant with Jane at a very young age, and is scared that Jane will be destroying her life by deciding to bring the baby to full term, while Jane's traditional religious Latina grandmother, Alba, encourages Jane to do what she chooses. The biological father is a married man named Rafael Solano, who is a cancer survivor and a former playboy. He is the new owner of the hotel where Jane works, and was her former teenage crush. Petra, Rafael's amoral and scheming wife, learns of the mistake and plots her own agenda. Petra is also involved in an affair with Roman Zazo, Rafael's best friend, who is under investigation by Jane's police detective boyfriend, Michael Cordero, and who also deals with Jane's unexpected condition in his own way. Meanwhile, the doctor who inseminated Jane, Dr. Luisa Alver, who is Rafael's younger sister, is distraught over learning that her wife cheated on her and left her. Elsewhere, Rogelio de la Vega, a famous TV star and, unbeknownst to her, Jane's biological father, shows up to wanting to make contact with Xiomara, unaware of Jane's existence."
Godless,2017,452 min,1 Season,Netflix,18+,8.3/10,80/100,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women."
The OA,2016,60 min,2 Seasons,Netflix,18+,7.8/10,80/100,"Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission."
DC's Legends of Tomorrow,2016,42 min,5 Seasons,Netflix,16+,6.8/10,80/100,"A mysterious ""time master"" from the future unites an unlikely group of superheroes and villains to save the world from a powerful evil."
Sacred Games,2018,50 min,2 Seasons,Netflix,18+,8.6/10,80/100,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
iZombie,2015,42 min,5 Seasons,Outra,16+,7.8/10,80/100,"Liv Moore, a medical student, gets invited in a party which turns into a macabre zombie arena. Liv wakes up from the dead and becomes a zombie. For maintaining her humanity she must eat human brains so she began working in coroner's office to access brains. Eating a brain gives her memories and traits of that person. So she helps detective Clive Babineaux to solve the murder as a psychic."
Longmire,2012,60 min,6 Seasons,Netflix,16+,8.3/10,80/100,This contemporary crime thriller focuses on a Wyoming sheriff who's rebuilding his life and career following the death of his wife.
Happy Endings,2011,22 min,3 Seasons,Netflix,16+,7.7/10,80/100,"After his fiancée, Alex, dumps him at the altar, Dave finds himself nursing a broken heart and battling her for custody of their quirky friends."
Into the Badlands,2015,42 min,3 Seasons,Netflix,16+,8.0/10,80/100,"Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers."
The Originals,2013,45 min,5 Seasons,Netflix,16+,8.2/10,80/100,"The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this ""Vampire Diaries"" spinoff."
Anne with an E,2017,60 min,3 Seasons,Netflix,all,8.7/10,80/100,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables."""
Grace and Frankie,2015,30 min,7 Seasons,Netflix,18+,8.3/10,80/100,"They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series."
Chilling Adventures of Sabrina,2018,60 min,4 Seasons,Netflix,16+,7.5/10,80/100,"Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night."
Queen of the South,2016,42 min,4 Seasons,Netflix,16+,8.0/10,79/100,"Forced to work for a cartel that recently killed her boyfriend, Teresa relies on her street smarts, a loyal pal and a mysterious notebook to survive."
A Series of Unfortunate Events,2017,50 min,3 Seasons,Netflix,7+,7.8/10,79/100,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets."
Bridgerton,2020,60 min,1 Season,Netflix,15+,7.3/10,79/100,The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels.
Unorthodox,2020,53 min,1 Season,Netflix,18+,8.0/10,79/100,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians — until her past comes calling.
Stargate SG-1,1997,44 min,10 Seasons,Netflix,13+,8.4/10,79/100,Stargate Command roars into action when Jack O'Neill and his crew find a Stargates map that lets them combat alien maneuvers all across the galaxy.
Outer Banks,2020,50 min,2 Seasons,Netflix,18+,7.6/10,79/100,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance."
13 Reasons Why,2017,60 min,4 Seasons,Netflix,18+,7.6/10,79/100,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice."
Unbreakable Kimmy Schmidt,2015,30 min,4 Seasons,Netflix,16+,7.6/10,79/100,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore."
Marvel's Luke Cage,2016,55 min,2 Seasons,Netflix,18+,7.3/10,79/100,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero."
GLOW,2017,35 min,3 Seasons,Netflix,18+,8.0/10,79/100,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling. A comedy by the team behind ""Orange Is the New Black."""
Borgen,2010,58 min,3 Seasons,Netflix,18+,8.5/10,79/100,A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.
The 4400,2004,43 min,4 Seasons,Netflix,7+,7.3/10,79/100,"4400 people who vanished over the course of five decades suddenly reappear. None have aged, and slowly it's revealed that they have mysterious powers."
Alias Grace,2017,267 min,1 Season,Netflix,18+,7.7/10,79/100,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel."
All American,2018,45 min,3 Seasons,Netflix,16+,7.7/10,79/100,Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.
Santa Clarita Diet,2017,30 min,3 Seasons,Netflix,18+,7.8/10,79/100,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.
Reign,2013,42 min,4 Seasons,Netflix,16+,7.5/10,78/100,"This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue."
Maniac,2018,386 min,1 Season,Netflix,18+,7.8/10,78/100,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.
Dark Matter,2015,42 min,3 Seasons,Netflix,18+,7.5/10,78/100,"After waking up aboard a derelict spaceship with no memories, the crew of the Raza investigates the mystery of their identities and destination."
Star Trek: Voyager,1995,44 min,7 Seasons,Netflix,7+,7.8/10,78/100,"On Voyager's 75-year journey back to Earth, the crew members encounter unknown species as they draw closer to a mysterious quadrant of space."
"Tiger King: Murder, Mayhem and Madness",2020,358 min,1 Season,Netflix,18+,7.6/10,78/100,A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.
Call the Midwife,2012,60 min,9 Seasons,Netflix,16+,8.4/10,78/100,This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.
Queer Eye,2018,45 min,5 Seasons,Netflix,16+,8.5/10,78/100,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series."
American Vandal,2017,34 min,2 Seasons,Netflix,16+,8.2/10,78/100,"A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery."
Wynonna Earp,2016,43 min,4 Seasons,Netflix,16+,7.5/10,78/100,The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.
Marvel's The Defenders,2017,50 min,1 Season,Netflix,18+,7.3/10,78/100,"Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City."
HAPPY!,2017,,,Outra,18+,8.2/10,77/100,
Haikyu!!,2014,,2 Seasons,Netflix,16+,8.7/10,77/100,"Inspired by a championship match he sees on TV, junior high schooler Hinata joins a volleyball club and begins training, despite his short height."
Colony,2016,42 min,3 Seasons,Netflix,16+,7.4/10,77/100,"When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son."
Heartland,2007,45 min,13 Seasons,Netflix,7+,8.4/10,77/100,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.
Alone,2015,44 min,1 Season,Netflix,16+,8.4/10,77/100,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out."
Marco Polo,2014,60 min,2 Seasons,Netflix,18+,8.0/10,77/100,"Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court."
Wild Wild Country,2018,403 min,1 Season,Netflix,16+,8.1/10,77/100,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal."
The Dragon Prince,2018,26 min,3 Seasons,Netflix,7+,8.4/10,77/100,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.
Locke & Key,2020,48 min,1 Season,Netflix,16+,7.4/10,77/100,"After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets."
Love,2016,135 min,91 min,Netflix,18+,7.7/10,77/100,The troubling inner workings of a toxic marriage reveal themselves in surprising ways after one of the couple’s feuds spins out of control.
One Day at a Time,2017,30 min,3 Seasons,Netflix,7+,8.2/10,77/100,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom."
Feel Good,2020,30 min,2 Seasons,Netflix,18+,7.5/10,77/100,"Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety."
Fauda,2015,60 min,3 Seasons,Netflix,16+,8.2/10,77/100,"A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion."
The Dark Crystal: Age of Resistance,2019,60 min,1 Season,Netflix,7+,8.4/10,77/100,"As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness."
Top Boy,2011,60 min,1 Season,Netflix,18+,8.4/10,77/100,"Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler."
I Am Not Okay with This,2020,30 min,1 Seasons,Outra,18+,7.5/10,77/100,
Supergirl,2015,43 min,5 Seasons,Netflix,16+,6.2/10,77/100,"To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City."
The Shannara Chronicles,2016,42 min,2 Seasons,Netflix,16+,7.2/10,77/100,"After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet."
Designated Survivor,2016,60 min,3 Seasons,Netflix,7+,7.5/10,77/100,America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.
Travelers,2016,45 min,3 Seasons,Netflix,16+,8.1/10,77/100,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future."
StartUp,2016,44 min,3 Seasons,Netflix,18+,7.9/10,77/100,An attempt to launder stolen money finances a cryptocurrency that puts entrepreneurs in business with a corrupt FBI agent and a Miami gang.
Ripper Street,2012,59 min,5 Seasons,Netflix,18+,8.1/10,77/100,"It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
Episodes,2011,30 min,5 Seasons,Netflix,18+,7.8/10,77/100,"Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character."
